Player Name	Goals	Assist
Manuel Neuer	0	0
Cafu	0	3
Giorgio Chiellini	1	0
Paolo Maldini	0	0
Roberto Carlos	0	0
Patrick Vieira	0	1
Andrés Iniesta	1	3
Ronaldinho	2	2
Johan Cruyff	12	8
Karim Benzema	2	0
Lionel Messi	10	2
Oliver Kahn	0	0
Leonardo Bonucci	0	0
Xavi	0	2
Zico	1	0
Dennis Bergkamp	2	4
Angel Di María	1	1
Kylian Mbappé	2	1
Gareth Bale	1	0
