Player Name	Goals	Assist
Gianluigi Donnarumma	0	0
Leonardo Bonucci	0	0
Matthijs de Ligt	0	0
Alessio Romagnoli	0	0
Pavel Nedvěd	3	2
Rolando Mandragora	0	0
Aaron Ramsey	2	9
Federico Chiesa	19	2
Dejan Kulusevski	0	0
Romelu Lukaku	1	3
Cristiano Ronaldo	5	2
Wojciech Szczęsny	0	0
Kalidou Koulibaly	0	1
Nicolò Barella	0	0
Arthur Melo	0	2
Lorenzo Insigne	1	1
Juan Cuadrado	2	4
Paulo Dybala	10	10
Adrien Rabiot	0	0
Sam Lammers	1	0
