Player Name	Goals	Assist
Marc-André ter Stegen	0	0
Danilo	0	2
Franz Beckenbauer	0	0
Sol Campbell	0	0
Ferland Mendy	0	1
Pierre-Emile Højbjerg	1	2
Joshua Kimmich	0	2
Phil Foden	1	3
Lionel Messi	4	8
Romelu Lukaku	11	3
Cristiano Ronaldo	18	2
Manuel Neuer	0	0
Joe Gomez	0	0
David Alaba	0	0
Piotr Zieliński	1	1
Marcus Rashford	2	0
Federico Chiesa	1	1
Radamel Falcao	3	8
Andrew Robertson	0	1
