Player Name	Goals	Assist
Shay Given	0	0
José María Giménez	0	0
Franz Beckenbauer	0	0
Joe Gomez	0	0
Pablo Fornals	0	1
Piotr Zieliński	2	3
Remo Freuler	0	0
Takefusa Kubo	1	0
Mohamed Salah	4	1
Marcus Rashford	8	3
Diogo Jota	2	4
Dean Henderson	0	0
Thiago Silva	0	0
Ronald Araújo	0	0
Marcelo Brozović	0	0
Vini Jr.	2	1
Federico Bernardeschi	2	2
Lautaro Martínez	2	0
Hans Hateboer	0	1
