Player Name	Goals	Assist
Mike Maignan	0	0
Denzel Dumfries	0	2
Ibrahima Konaté	0	1
Thiago Silva	0	0
Lucas Hernandez	0	1
Declan Rice	0	0
Marquinhos	0	0
Jadon Sancho	0	1
Ruud Gullit	1	0
Ivan Perišić	2	1
Giovane Élber	9	3
Nick Pope	0	0
João Victor	0	0
Pierre-Emile Højbjerg	1	0
David Silva	0	1
Marco Asensio	4	8
Adnan Januzaj	2	0
Filippo Inzaghi	5	1
Diego Maradona	2	4
Ferran Torres	2	1
Sergej Milinković-Savić 	2	1
