Player Name	Goals	Assist
Petr Čech	0	0
Berat Djimsiti	1	0
Thiago Silva	0	0
Joe Gomez	0	0
Pablo Fornals	1	7
N'Golo Kanté	0	0
Leon Goretzka	2	1
Hans Hateboer	0	1
David Silva	2	4
Francesco Totti	9	8
Michael Owen	16	7
Shay Given	0	0
Alessio Romagnoli	0	0
Weston McKennie	1	1
Mesut Özil	2	0
Ivan Perišić	0	1
Steven Bergwijn	4	0
Josip Iličić	1	1
Gonzalo Higuaín	1	1
