Player Name	Goals	Assist
Manuel Neuer	0	0
João Cancelo	0	2
Franz Beckenbauer	0	0
Berat Djimsiti	0	1
Alphonso Davies	0	1
Thiago Alcântara	1	3
Joshua Kimmich	0	0
Aaron Ramsey	1	1
Kevin De Bruyne	3	5
Karim Benzema	5	4
Kylian Mbappé	10	9
Alex Meret	0	0
Thiago Silva	0	0
Leon Goretzka	1	1
Arthur Melo	0	1
Mason Mount	2	1
Moise Kean	13	3
Gabriel Jesus	3	2
Casemiro	0	0
Leonardo Bonucci	0	0
