Player Name	Goals	Assist
Gianluigi Donnarumma	0	0
Juan Cuadrado	0	1
Matthijs de Ligt	0	0
Alessio Romagnoli	0	0
Ricardo Rodríguez	0	6
Nicolò Barella	0	0
Arthur Melo	0	3
Weston McKennie	0	1
Federico Chiesa	10	6
Romelu Lukaku	1	0
Cristiano Ronaldo	10	1
Gianluigi Buffon	0	0
Berat Djimsiti	0	0
Remo Freuler	0	2
Adrien Rabiot	4	0
Lorenzo Insigne	1	1
Paulo Dybala	0	1
Dušan Vlahović	7	5
Sergej Milinković-Savić	0	2
Kalidou Koulibaly	1	0
