Player Name	Goals	Assist
Manuel Neuer	0	0
Trent Alexander-Arnold	0	0
José María Giménez	1	0
Sol Campbell	0	0
Andy Robertson	0	1
Aaron Ramsey	0	4
Andrea Pirlo	2	7
Marcos Llorente	0	0
Lionel Messi	10	10
Kylian Mbappé	10	4
Cristiano Ronaldo	11	5
Jan Oblak	0	0
Giorgio Chiellini	0	0
Thomas Partey	0	1
Saúl Ñíguez	2	0
Paul Pogba	0	1
Kevin De Bruyne	1	3
Fernando Torres	4	0
