Player Name	Goals	Assist
Gianluigi Donnarumma	0	0
Sergio Ramos	1	0
Mats Hummels	0	0
Giorgio Chiellini	0	0
Pablo Fornals	0	2
N'Golo Kanté	1	3
Joshua Kimmich	1	2
Pierre-Emile Højbjerg	1	2
Federico Chiesa	4	3
Romário	14	2
Marco van Basten	13	8
Mattia Perin	0	0
Gerard Piqué	0	0
Thiago Alcântara	0	2
Arthur Melo	0	0
Robin Gosens	0	2
Hans Hateboer	0	1
Olivier Giroud	3	0
Nicolò Barella	0	1
