Player Name	Goals	Assist
Manuel Neuer	0	0
Denzel Dumfries	0	1
Leonardo Bonucci	0	0
Milan Škriniar	0	1
Jordi Alba	0	1
Adrien Rabiot	1	1
Patrick Vieira	1	0
Nicolò Barella	0	0
Johan Cruyff	3	4
Francesco Totti	5	4
Alessandro Del Piero	9	3
Gianluigi Donnarumma	0	0
Alessandro Bastoni	0	0
Jordan Henderson	2	0
Marcelo Brozović	0	1
Ante Rebić	0	0
João Félix	1	3
Dennis Bergkamp	1	1
